Id,Attrition
1,0.06844746991499992
2,0.06713125565621361
3,0.4360412209487497
4,0.19674896404540862
5,0.031579609684713496
6,0.09227228932454407
7,0.5486019019256877
8,0.6225126037251943
9,0.3177185749263442
10,0.11334886081465889
11,0.020823967643575136
12,0.2316158118682637
13,0.07964454464574526
14,0.1543801212462632
15,0.17495026498631217
16,0.12541245454349698
17,0.9433941178756898
18,0.40954658660624815
19,0.08589393977089753
20,0.04626180728519788
21,0.03506778700259135
22,0.8879808970706173
23,0.12486948117264424
24,0.06382427618379442
25,0.6029870207364134
26,0.09338974037844186
27,0.08428228498172186
28,0.07314644066652105
29,0.8863603073991416
30,0.5259301505040814
31,0.024331662905828794
32,0.19994623269170425
33,0.4068254874461715
34,0.7524887319615856
35,0.07961828722070502
36,0.20349768808475238
37,0.10479701585904781
38,0.15725230104860374
39,0.6887367736110643
40,0.8873059989768757
41,0.8433600902376969
42,0.5998586200028728
43,0.1136030738919482
44,0.14802403987792503
45,0.025367903326974594
46,0.16088470384497014
47,0.27055463894846077
48,0.061552821068360346
49,0.026215119872427754
50,0.6107864723929372
51,0.4259459260134571
52,0.3919013247205831
53,0.7242169382622481
54,0.7954323612185308
55,0.5556111875176587
56,0.43918025328029187
57,0.15162970019299427
58,0.7957082801378216
59,0.037096513561651584
60,0.20069453808398222
61,0.055890841423715774
62,0.1274819884728065
63,0.9058387267163339
64,0.09401753787001221
65,0.07442321702278062
66,0.0013198106543171
67,0.07805132936085386
68,0.37778281305393874
69,0.3632111476815872
70,0.28940826101718486
71,0.5286125895637456
72,0.2133261271330548
73,0.2545068104891479
74,0.17074487601837682
75,0.323196996815596
76,0.7432774777524542
77,0.32333781407852413
78,0.6205353310004682
79,0.15610870966340326
80,0.3488424863174425
81,0.09842562900781225
82,0.40949325370245127
83,0.24459744408583758
84,0.010320798972287873
85,0.5007705309924138
86,0.03430204052211518
87,0.3239242885473698
88,0.14811072790917829
89,0.13515213279127994
90,0.14291937015089734
91,0.6363391712931882
92,0.06156287974579374
93,0.539994695282297
94,0.40952457080074417
95,0.761900155282081
96,0.7312199793148675
97,0.47863093951143515
98,0.3691303881627616
99,0.03738401434961046
100,0.17833041512670939
101,0.43564642910600365
102,0.046670404923224156
103,0.1686869010217797
104,0.15795398085393714
105,0.47098296469703327
106,0.4585385252451322
107,0.33945827747663465
108,0.23539987705236665
109,0.12344763107042306
110,0.03011590928780243
111,0.1350325591959946
112,0.38471548144010353
113,0.235342495921097
114,0.10619404688033987
115,0.5256787702001292
116,0.0850039218748681
117,0.046288621644174736
118,0.05001697136188405
119,0.3675478351404576
120,0.11312067500671542
121,0.7402333583253768
122,0.24793362517589113
123,0.24658975690533674
124,0.7828952562232324
125,0.6124358078155966
126,0.07701271775980428
127,0.12369618036886423
128,0.787351438452441
129,0.8739010317535975
130,0.1537764911301901
131,0.4825017218044648
132,0.018804162885340408
133,0.10765202059367467
134,0.4532762308852867
135,0.07268800587394121
136,0.18291270180235863
137,0.9897051238818491
138,0.19083996944714082
